Expanded Fishery Code,Fishery Name,Mgmt Program Code,Mgmt Program Name,ADFG Region Code,Port Name,Gear Code,Species Code,Species Name,Stat Area,DOL Month,DOL Year,Date of Landing,Port,Gear Name,Disposition Code,Disposition Name,Delivery Condition Code,Delivery Condition Name,Whole Weight (lbs),Discard at Sea,Region,Mgt Area District,Management Area Desc,Waters,NMFS Area
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",466003,3,2009,3/19/2009,COR,Longline,60,Sold,01,Whole fish/food fish,614,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",466003,3,2009,3/19/2009,COR,Longline,60,Sold,01,Whole fish/food fish,1491,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Seward,61,700,"skate, other",485932,3,2009,3/20/2009,SEW,Longline,60,Sold,01,Whole fish/food fish,450,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",466003,3,2009,3/20/2009,COR,Longline,60,Sold,01,Whole fish/food fish,2448,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",466003,3,2009,3/20/2009,COR,Longline,60,Sold,01,Whole fish/food fish,293,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",476007,3,2009,3/20/2009,COR,Longline,60,Sold,01,Whole fish/food fish,2230,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",476008,3,2009,3/20/2009,COR,Longline,60,Sold,01,Whole fish/food fish,3458.7,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",476008,3,2009,3/20/2009,COR,Longline,60,Sold,01,Whole fish/food fish,1870.2,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",475933,3,2009,3/21/2009,SEW,Longline,60,Sold,01,Whole fish/food fish,2328,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",485932,3,2009,3/21/2009,SEW,Longline,60,Sold,01,Whole fish/food fish,1745,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",466003,3,2009,3/21/2009,COR,Longline,60,Sold,01,Whole fish/food fish,69.7,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",466003,3,2009,3/21/2009,COR,Longline,60,Sold,01,Whole fish/food fish,127.35,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",485932,3,2009,3/21/2009,SEW,Longline,60,Sold,01,Whole fish/food fish,2384,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466003,3,2009,3/24/2009,COR,Longline,60,Sold,01,Whole fish/food fish,1929.6,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466031,3,2009,3/24/2009,COR,Longline,60,Sold,01,Whole fish/food fish,482.4,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,702,"skate, big",466003,3,2009,3/24/2009,COR,Longline,60,Sold,01,Whole fish/food fish,2114.4,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,702,"skate, big",466031,3,2009,3/24/2009,COR,Longline,60,Sold,01,Whole fish/food fish,528.6,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466031,3,2009,3/25/2009,COR,Longline,60,Sold,01,Whole fish/food fish,425,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466031,3,2009,3/25/2009,COR,Longline,60,Sold,01,Whole fish/food fish,424,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,702,"skate, big",466031,3,2009,3/25/2009,COR,Longline,60,Sold,01,Whole fish/food fish,1067,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,702,"skate, big",466031,3,2009,3/25/2009,COR,Longline,60,Sold,01,Whole fish/food fish,1068,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",466003,3,2009,3/26/2009,COR,Longline,60,Sold,01,Whole fish/food fish,54,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",466031,3,2009,3/26/2009,COR,Longline,60,Sold,01,Whole fish/food fish,18,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",485932,3,2009,3/26/2009,SEW,Longline,60,Sold,01,Whole fish/food fish,131,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",485932,3,2009,3/26/2009,SEW,Longline,60,Sold,01,Whole fish/food fish,1694,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466032,3,2009,3/27/2009,COR,Longline,60,Sold,01,Whole fish/food fish,9554,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMO,State Managed other groundfish,2,Cordova,61,702,"skate, big",466032,3,2009,3/27/2009,COR,Longline,60,Sold,01,Whole fish/food fish,11073,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",476009,3,2009,3/27/2009,COR,Longline,60,Sold,01,Whole fish/food fish,1327,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",485932,3,2009,3/27/2009,COR,Longline,60,Sold,01,Whole fish/food fish,1302,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",485932,3,2009,3/27/2009,COR,Longline,60,Sold,01,Whole fish/food fish,618,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",485932,3,2009,3/27/2009,SEW,Longline,60,Sold,01,Whole fish/food fish,608,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",476008,3,2009,3/28/2009,COR,Longline,60,Sold,01,Whole fish/food fish,1586,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",476008,3,2009,3/28/2009,COR,Longline,60,Sold,01,Whole fish/food fish,429,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466003,3,2009,3/28/2009,COR,Longline,60,Sold,01,Whole fish/food fish,9278,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,702,"skate, big",466003,3,2009,3/28/2009,COR,Longline,60,Sold,01,Whole fish/food fish,26718,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",485932,3,2009,3/28/2009,SEW,Longline,60,Sold,01,Whole fish/food fish,1357,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",486001,3,2009,3/28/2009,SEW,Longline,60,Sold,01,Whole fish/food fish,1357,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",476004,3,2009,3/28/2009,SEW,Longline,60,Sold,01,Whole fish/food fish,253,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",485932,3,2009,3/28/2009,SEW,Longline,60,Sold,01,Whole fish/food fish,1559,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466031,3,2009,3/29/2009,COR,Longline,60,Sold,01,Whole fish/food fish,3329,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,702,"skate, big",466031,3,2009,3/29/2009,COR,Longline,60,Sold,01,Whole fish/food fish,2839,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",456031,3,2009,3/31/2009,COR,Longline,60,Sold,01,Whole fish/food fish,1926,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466031,3,2009,3/31/2009,COR,Longline,60,Sold,01,Whole fish/food fish,1926,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466003,3,2009,3/31/2009,COR,Longline,60,Sold,01,Whole fish/food fish,3660,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,702,"skate, big",466003,3,2009,3/31/2009,COR,Longline,60,Sold,01,Whole fish/food fish,1812,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466003,4,2009,4/3/2009,COR,Longline,60,Sold,01,Whole fish/food fish,3574,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466003,4,2009,4/3/2009,COR,Longline,60,Sold,01,Whole fish/food fish,1246.6,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",456031,4,2009,4/4/2009,COR,Longline,60,Sold,01,Whole fish/food fish,1603.5,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466031,4,2009,4/4/2009,COR,Longline,60,Sold,01,Whole fish/food fish,4810.5,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,702,"skate, big",456031,4,2009,4/4/2009,COR,Longline,60,Sold,01,Whole fish/food fish,136,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,702,"skate, big",466031,4,2009,4/4/2009,COR,Longline,60,Sold,01,Whole fish/food fish,408,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466003,4,2009,4/11/2009,COR,Longline,60,Sold,01,Whole fish/food fish,5040.42,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466032,4,2009,4/11/2009,COR,Longline,60,Sold,01,Whole fish/food fish,5040.42,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466033,4,2009,4/11/2009,COR,Longline,60,Sold,01,Whole fish/food fish,5193.16,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",456031,4,2009,4/14/2009,COR,Longline,60,Sold,01,Whole fish/food fish,1039.05,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466031,4,2009,4/14/2009,COR,Longline,60,Sold,01,Whole fish/food fish,5887.95,No,2,PWSI,Prince William Sound,STATE,649
C 5BE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 60', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Cordova,61,701,"skate, longnose",476032,4,2009,4/17/2009,COR,Longline,60,Sold,01,Whole fish/food fish,39,No,2,PWSI,Prince William Sound,STATE,649
C 5BE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 60', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Cordova,61,702,"skate, big",476032,4,2009,4/17/2009,COR,Longline,60,Sold,01,Whole fish/food fish,185,No,2,PWSI,Prince William Sound,STATE,649
C 5CE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 50', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Cordova,61,701,"skate, longnose",466003,4,2009,4/17/2009,COR,Longline,60,Sold,01,Whole fish/food fish,10.85,No,2,PWSI,Prince William Sound,STATE,649
C 5CE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 50', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Cordova,61,701,"skate, longnose",476008,4,2009,4/17/2009,COR,Longline,60,Sold,01,Whole fish/food fish,206.15,No,2,PWSI,Prince William Sound,STATE,649
C 5CE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 50', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Cordova,61,701,"skate, longnose",476032,4,2009,4/17/2009,COR,Longline,60,Sold,01,Whole fish/food fish,228,No,2,PWSI,Prince William Sound,STATE,649
C 5CE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 50', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Cordova,61,702,"skate, big",466003,4,2009,4/17/2009,COR,Longline,60,Sold,01,Whole fish/food fish,51.55,No,2,PWSI,Prince William Sound,STATE,649
C 5CE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 50', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Cordova,61,702,"skate, big",476008,4,2009,4/17/2009,COR,Longline,60,Sold,01,Whole fish/food fish,979.45,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,701,"skate, longnose",466031,4,2009,4/22/2009,COR,Longline,60,Sold,01,Whole fish/food fish,2458,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMO,State Managed other groundfish,2,Cordova,61,702,"skate, big",466031,4,2009,4/22/2009,COR,Longline,60,Sold,01,Whole fish/food fish,436,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,702,"skate, big",466003,5,2009,5/1/2009,COR,Longline,60,Sold,01,Whole fish/food fish,616,No,2,PWSI,Prince William Sound,STATE,649
C 5BE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 60', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Cordova,61,701,"skate, longnose",476032,5,2009,5/7/2009,COR,Longline,60,Sold,01,Whole fish/food fish,191.5,No,2,PWSI,Prince William Sound,STATE,649
C 5BE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 60', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Cordova,61,701,"skate, longnose",476034,5,2009,5/7/2009,COR,Longline,60,Sold,01,Whole fish/food fish,191.5,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",476034,5,2009,5/9/2009,COR,Longline,60,Sold,01,Whole fish/food fish,452.8,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",476035,5,2009,5/9/2009,COR,Longline,60,Sold,01,Whole fish/food fish,113.2,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",476034,5,2009,5/14/2009,COR,Longline,60,Sold,01,Whole fish/food fish,979,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",476032,5,2009,5/20/2009,COR,Longline,60,Sold,01,Whole fish/food fish,116,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",476032,5,2009,5/20/2009,COR,Longline,60,Sold,01,Whole fish/food fish,116,No,2,PWSI,Prince William Sound,STATE,649
C 5CE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 50', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Cordova,61,701,"skate, longnose",476032,5,2009,5/20/2009,COR,Longline,60,Sold,01,Whole fish/food fish,116,No,2,PWSI,Prince William Sound,STATE,649
C 5CE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 50', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Valdez,61,701,"skate, longnose",476032,5,2009,5/22/2009,VAL,Longline,60,Sold,01,Whole fish/food fish,701,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Valdez,61,701,"skate, longnose",476032,5,2009,5/30/2009,VAL,Longline,60,Sold,01,Whole fish/food fish,211.5,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Valdez,61,701,"skate, longnose",476033,5,2009,5/30/2009,VAL,Longline,60,Sold,01,Whole fish/food fish,105.75,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Valdez,61,701,"skate, longnose",476034,5,2009,5/30/2009,VAL,Longline,60,Sold,01,Whole fish/food fish,105.75,No,2,PWSI,Prince William Sound,STATE,649
C 5CE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 50', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Valdez,61,701,"skate, longnose",476032,5,2009,5/30/2009,VAL,Longline,60,Sold,01,Whole fish/food fish,167.5,No,2,PWSI,Prince William Sound,STATE,649
C 5CE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 50', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Valdez,61,701,"skate, longnose",476033,5,2009,5/30/2009,VAL,Longline,60,Sold,01,Whole fish/food fish,83.75,No,2,PWSI,Prince William Sound,STATE,649
C 5CE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 50', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Valdez,61,701,"skate, longnose",476034,5,2009,5/30/2009,VAL,Longline,60,Sold,01,Whole fish/food fish,83.75,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Valdez,61,700,"skate, other",476032,6,2009,6/11/2009,VAL,Longline,60,Sold,01,Whole fish/food fish,169.62,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Valdez,61,700,"skate, other",476032,6,2009,6/11/2009,VAL,Longline,62,Overage,01,Whole fish/food fish,67.65,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Valdez,61,700,"skate, other",476033,6,2009,6/11/2009,VAL,Longline,60,Sold,01,Whole fish/food fish,169.62,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Valdez,61,700,"skate, other",476033,6,2009,6/11/2009,VAL,Longline,62,Overage,01,Whole fish/food fish,67.65,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Valdez,61,700,"skate, other",476034,6,2009,6/11/2009,VAL,Longline,60,Sold,01,Whole fish/food fish,174.76,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Valdez,61,700,"skate, other",476034,6,2009,6/11/2009,VAL,Longline,62,Overage,01,Whole fish/food fish,69.7,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Valdez,61,701,"skate, longnose",476032,6,2009,6/15/2009,VAL,Longline,60,Sold,01,Whole fish/food fish,450.5,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Valdez,61,701,"skate, longnose",476034,6,2009,6/15/2009,VAL,Longline,60,Sold,01,Whole fish/food fish,450.5,No,2,PWSI,Prince William Sound,STATE,649
B 61B,"HALIBUT, LONGLINE VL OVER 60', STATEWIDE",TEST,Test fishery,2,Seward,61,700,"skate, other",476003,6,2009,6/23/2009,SEW,Longline,98,Disc at sea,01,Whole fish/food fish,7.5,Yes,2,PWSI,Prince William Sound,STATE,649
B 61B,"HALIBUT, LONGLINE VL OVER 60', STATEWIDE",TEST,Test fishery,2,Seward,61,700,"skate, other",476004,6,2009,6/23/2009,SEW,Longline,98,Disc at sea,01,Whole fish/food fish,15,Yes,2,PWSI,Prince William Sound,STATE,649
B 61B,"HALIBUT, LONGLINE VL OVER 60', STATEWIDE",TEST,Test fishery,2,Seward,61,700,"skate, other",476006,6,2009,6/23/2009,SEW,Longline,98,Disc at sea,01,Whole fish/food fish,12.5,Yes,2,PWSI,Prince William Sound,STATE,649
B 61B,"HALIBUT, LONGLINE VL OVER 60', STATEWIDE",TEST,Test fishery,2,Seward,61,700,"skate, other",476007,6,2009,6/23/2009,SEW,Longline,98,Disc at sea,01,Whole fish/food fish,12.5,Yes,2,PWSI,Prince William Sound,STATE,649
B 61B,"HALIBUT, LONGLINE VL OVER 60', STATEWIDE",TEST,Test fishery,2,Seward,61,700,"skate, other",486034,6,2009,6/23/2009,SEW,Longline,98,Disc at sea,01,Whole fish/food fish,10,Yes,2,PWSI,Prince William Sound,STATE,649
B 61B,"HALIBUT, LONGLINE VL OVER 60', STATEWIDE",TEST,Test fishery,2,Seward,61,701,"skate, longnose",476003,6,2009,6/23/2009,SEW,Longline,98,Disc at sea,01,Whole fish/food fish,195,Yes,2,PWSI,Prince William Sound,STATE,649
B 61B,"HALIBUT, LONGLINE VL OVER 60', STATEWIDE",TEST,Test fishery,2,Seward,61,701,"skate, longnose",476004,6,2009,6/23/2009,SEW,Longline,98,Disc at sea,01,Whole fish/food fish,390,Yes,2,PWSI,Prince William Sound,STATE,649
B 61B,"HALIBUT, LONGLINE VL OVER 60', STATEWIDE",TEST,Test fishery,2,Seward,61,701,"skate, longnose",476006,6,2009,6/23/2009,SEW,Longline,98,Disc at sea,01,Whole fish/food fish,325,Yes,2,PWSI,Prince William Sound,STATE,649
