Expanded Fishery Code,Fishery Name,Mgmt Program Code,Mgmt Program Name,ADFG Region Code,Port Name,Gear Code,Species Code,Species Name,Stat Area,DOL Month,DOL Year,Date of Landing,Port,Gear Name,Disposition Code,Disposition Name,Delivery Condition Code,Delivery Condition Name,Whole Weight (lbs),Discard at Sea,Region,Mgt Area District,Management Area Desc,Waters,NMFS Area
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Seward,61,700,"skate, other",485932,3,1995,3/9/1995,SEW,Longline,,,98,Discarded at sea,400,Yes,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Seward,06,700,"skate, other",485932,3,1995,3/17/1995,SEW,Longline,,,98,Discarded at sea,80,Yes,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,4,Kodiak,07,700,"skate, other",485932,3,1995,3/17/1995,KOD,Non-pelagic/bottom trawl,,,98,Discarded at sea,150,Yes,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Seward,61,700,"skate, other",476004,3,1995,3/22/1995,SEW,Longline,,,98,Discarded at sea,50,Yes,2,PWSI,Prince William Sound,STATE,649
C 61B,"SABLEFISH, LONGLINE VL OVER 60', STATEWIDE",-1,,2,Homer,61,700,"skate, other",476032,5,1995,5/4/1995,HOM,Longline,,,98,Discarded at sea,300,Yes,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Seward,61,700,"skate, other",476033,5,1995,5/4/1995,SEW,Longline,,,13,Wings,162.5,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,4,Kodiak,07,700,"skate, other",486001,1,1996,1/23/1996,KOD,Non-pelagic/bottom trawl,,,98,Discarded at sea,13,Yes,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Seward,61,700,"skate, other",485932,3,1996,3/1/1996,SEW,Longline,,,01,Whole fish/food fish,1692,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,4,Kodiak,07,700,"skate, other",485932,3,1996,3/7/1996,KOD,Non-pelagic/bottom trawl,,,98,Discarded at sea,20,Yes,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Whittier,06,700,"skate, other",486033,3,1996,3/9/1996,WHT,Longline,,,05,Headed & gutted,148.61,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,4,Kodiak,07,700,"skate, other",485932,3,1996,3/10/1996,KOD,Non-pelagic/bottom trawl,,,01,Whole fish/food fish,14,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,4,Kodiak,07,700,"skate, other",485932,3,1996,3/10/1996,KOD,Non-pelagic/bottom trawl,,,01,Whole fish/food fish,90,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Whittier,06,700,"skate, other",486033,3,1996,3/13/1996,WHT,Longline,,,05,Headed & gutted,90.28,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Seward,61,700,"skate, other",476006,3,1996,3/17/1996,SEW,Longline,,,01,Whole fish/food fish,207,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,4,Kodiak,07,700,"skate, other",485932,3,1996,3/19/1996,KOD,Non-pelagic/bottom trawl,,,01,Whole fish/food fish,12,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,4,Kodiak,07,700,"skate, other",485932,3,1996,3/19/1996,KOD,Non-pelagic/bottom trawl,,,01,Whole fish/food fish,151,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,4,Kodiak,07,700,"skate, other",485932,3,1996,3/19/1996,KOD,Non-pelagic/bottom trawl,,,99,Landed discarded,20,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Whittier,06,700,"skate, other",486033,3,1996,3/23/1996,WHT,Longline,,,05,Headed & gutted,66.67,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Valdez,06,700,"skate, other",466033,3,1996,3/28/1996,VAL,Longline,,,03,Bled only,27.55,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,2,Seward,07,700,"skate, other",476003,4,1996,4/3/1996,SEW,Non-pelagic/bottom trawl,,,01,Whole fish/food fish,850,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,2,Seward,07,700,"skate, other",476003,4,1996,4/10/1996,SEW,Non-pelagic/bottom trawl,,,01,Whole fish/food fish,2023,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Seward,61,700,"skate, other",476007,4,1996,4/13/1996,SEW,Longline,,,01,Whole fish/food fish,136,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,4,1996,4/15/1996,COR,Longline,,,04,Gutted only,471.25,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,4,1996,4/15/1996,COR,Longline,,,13,Wings,662.5,No,2,PWSI,Prince William Sound,STATE,649
B 61B,"HALIBUT, LONGLINE VL OVER 60', STATEWIDE",-1,,2,Whittier,61,700,"skate, other",486031,4,1996,4/19/1996,WHT,Longline,,,13,Wings,812.5,No,2,PWSI,Prince William Sound,STATE,649
C 5CE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 50', PRINCE WILLIAM SOUND",-1,,2,Cordova,61,700,"skate, other",476034,5,1996,5/2/1996,COR,Longline,,,97,Other-specify,4266.67,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Whittier,06,700,"skate, other",486031,5,1996,5/2/1996,WHT,Longline,,,01,Whole fish/food fish,92,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Whittier,06,700,"skate, other",486031,5,1996,5/2/1996,WHT,Longline,,,13,Wings,162.5,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Whittier,06,700,"skate, other",486033,5,1996,5/2/1996,WHT,Longline,,,01,Whole fish/food fish,276,No,2,PWSI,Prince William Sound,STATE,649
C 5CE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 50', PRINCE WILLIAM SOUND",-1,,2,Whittier,61,700,"skate, other",476032,5,1996,5/3/1996,WHT,Longline,,,01,Whole fish/food fish,407,No,2,PWSI,Prince William Sound,STATE,649
C 5CE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 50', PRINCE WILLIAM SOUND",-1,,2,Whittier,61,700,"skate, other",486031,5,1996,5/3/1996,WHT,Longline,,,01,Whole fish/food fish,202,No,2,PWSI,Prince William Sound,STATE,649
C 5DE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 35', PRINCE WILLIAM SOUND",-1,,2,Whittier,61,700,"skate, other",486033,5,1996,5/3/1996,WHT,Longline,,,01,Whole fish/food fish,206,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Whittier,61,700,"skate, other",476005,5,1996,5/24/1996,WHT,Longline,,,01,Whole fish/food fish,603,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Cordova,06,700,"skate, other",466031,6,1996,6/13/1996,COR,Longline,,,13,Wings,331.25,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Whittier,06,700,"skate, other",476032,6,1996,6/21/1996,WHT,Longline,,,13,Wings,1175,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Whittier,06,700,"skate, other",486032,7,1996,7/8/1996,WHT,Longline,,,13,Wings,1353.13,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Whittier,61,700,"skate, other",476031,9,1996,9/10/1996,WHT,Longline,,,13,Wings,234.38,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Whittier,61,700,"skate, other",476035,9,1996,9/10/1996,WHT,Longline,,,13,Wings,40.63,No,2,PWSI,Prince William Sound,STATE,649
B 61B,"HALIBUT, LONGLINE VL OVER 60', STATEWIDE",-1,,2,Cordova,61,700,"skate, other",466003,9,1996,9/30/1996,COR,Longline,,,01,Whole fish/food fish,165,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Whittier,06,700,"skate, other",486032,10,1996,10/5/1996,WHT,Longline,,,13,Wings,1003.13,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Whittier,61,700,"skate, other",476031,1,1997,1/16/1997,WHT,Longline,,,13,Wings,46.88,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,4,Kodiak,47,700,"skate, other",485932,1,1997,1/21/1997,KOD,Pelagic/mid-water trawl,,,99,Landed discarded,8,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,4,Kodiak,47,700,"skate, other",486001,1,1997,1/21/1997,KOD,Pelagic/mid-water trawl,,,99,Landed discarded,8,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,1,1997,1/21/1997,COR,Longline,,,01,Whole fish/food fish,3495,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,2,Cordova,47,700,"skate, other",485932,1,1997,1/25/1997,COR,Pelagic/mid-water trawl,,,99,Landed discarded,22,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,2,Cordova,47,700,"skate, other",486001,1,1997,1/25/1997,COR,Pelagic/mid-water trawl,,,99,Landed discarded,64,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,2,Cordova,47,700,"skate, other",486001,1,1997,1/25/1997,COR,Pelagic/mid-water trawl,,,99,Landed discarded,6,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,2,Cordova,47,700,"skate, other",486001,1,1997,1/25/1997,COR,Pelagic/mid-water trawl,,,99,Landed discarded,6,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,2,Cordova,47,700,"skate, other",486001,1,1997,1/25/1997,COR,Pelagic/mid-water trawl,,,99,Landed discarded,23,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,2,Cordova,47,700,"skate, other",486001,1,1997,1/26/1997,COR,Pelagic/mid-water trawl,,,99,Landed discarded,23,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,2,Cordova,47,700,"skate, other",486001,1,1997,1/26/1997,COR,Pelagic/mid-water trawl,,,99,Landed discarded,180,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,2,Cordova,47,700,"skate, other",486001,1,1997,1/26/1997,COR,Pelagic/mid-water trawl,,,99,Landed discarded,9,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,2,Cordova,47,700,"skate, other",486001,1,1997,1/27/1997,COR,Pelagic/mid-water trawl,,,99,Landed discarded,8,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Whittier,61,700,"skate, other",476034,1,1997,1/30/1997,WHT,Longline,,,13,Wings,306.25,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,2,1997,2/2/1997,COR,Longline,,,01,Whole fish/food fish,1113,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Seward,61,700,"skate, other",485932,2,1997,2/2/1997,SEW,Longline,,,03,Bled only,2681.63,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,2,1997,2/8/1997,COR,Longline,,,03,Bled only,625.51,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Seward,06,700,"skate, other",486001,2,1997,2/14/1997,SEW,Longline,,,03,Bled only,882.65,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,2,1997,2/16/1997,COR,Longline,,,01,Whole fish/food fish,2836,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",456031,2,1997,2/24/1997,COR,Longline,,,01,Whole fish/food fish,1188,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,3,1997,3/3/1997,COR,Longline,,,01,Whole fish/food fish,2190,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Seward,61,700,"skate, other",485932,3,1997,3/6/1997,SEW,Longline,,,03,Bled only,4281.63,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Cordova,06,700,"skate, other",466003,3,1997,3/10/1997,COR,Longline,,,01,Whole fish/food fish,2947,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,3,1997,3/11/1997,COR,Longline,,,01,Whole fish/food fish,450,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,3,1997,3/17/1997,COR,Longline,,,01,Whole fish/food fish,744,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Seward,06,700,"skate, other",476004,3,1997,3/18/1997,SEW,Longline,,,03,Bled only,112.24,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Seward,61,700,"skate, other",476006,3,1997,3/21/1997,SEW,Longline,,,13,Wings,334.38,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Cordova,06,700,"skate, other",466003,3,1997,3/22/1997,COR,Longline,,,01,Whole fish/food fish,1329,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Seward,61,700,"skate, other",476032,3,1997,3/22/1997,SEW,Longline,,,13,Wings,118.75,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,3,1997,3/24/1997,COR,Longline,,,01,Whole fish/food fish,1362,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466032,3,1997,3/24/1997,COR,Longline,,,01,Whole fish/food fish,1362,No,2,PWSI,Prince William Sound,STATE,649
B 61B,"HALIBUT, LONGLINE VL OVER 60', STATEWIDE",-1,,2,Cordova,61,700,"skate, other",456031,3,1997,3/31/1997,COR,Longline,,,01,Whole fish/food fish,1245,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Cordova,06,700,"skate, other",466031,3,1997,3/31/1997,COR,Longline,,,01,Whole fish/food fish,1390,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,5,1997,5/7/1997,COR,Longline,,,01,Whole fish/food fish,1130,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Cordova,06,700,"skate, other",476006,5,1997,5/9/1997,COR,Longline,,,01,Whole fish/food fish,255,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Seward,06,700,"skate, other",475933,7,1997,7/17/1997,SEW,Longline,,,13,Wings,168.75,No,2,PWSI,Prince William Sound,STATE,649
B 61B,"HALIBUT, LONGLINE VL OVER 60', STATEWIDE",-1,,2,Cordova,61,700,"skate, other",466031,8,1997,8/25/1997,COR,Longline,,,13,Wings,84.38,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,9,1997,9/22/1997,COR,Longline,,,01,Whole fish/food fish,1385,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,10,1997,10/29/1997,COR,Longline,,,01,Whole fish/food fish,2085,No,2,PWSI,Prince William Sound,STATE,649
M 26B,"MISC SALTWATER FINFISH, MECHANICAL JIG, STATEWIDE",-1,,2,Whittier,26,700,"skate, other",476032,11,1997,11/7/1997,WHT,Mechanical jigs,,,99,Landed discarded,250,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,2,Cordova,47,700,"skate, other",486001,1,1998,1/22/1998,COR,Pelagic/mid-water trawl,,,41,Whole fish destined for meal (includes off-site production),19,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,4,Kodiak,47,700,"skate, other",486001,1,1998,1/23/1998,KOD,Pelagic/mid-water trawl,,,41,Whole fish destined for meal (includes off-site production),81,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,2,Cordova,47,700,"skate, other",486001,1,1998,1/24/1998,COR,Pelagic/mid-water trawl,,,41,Whole fish destined for meal (includes off-site production),18,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,2,Cordova,47,700,"skate, other",476003,1,1998,1/25/1998,COR,Pelagic/mid-water trawl,,,41,Whole fish destined for meal (includes off-site production),11,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,2,Cordova,47,700,"skate, other",486001,1,1998,1/25/1998,COR,Pelagic/mid-water trawl,,,41,Whole fish destined for meal (includes off-site production),15,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,1,1998,1/25/1998,COR,Longline,,,01,Whole fish/food fish,3210,No,2,PWSI,Prince William Sound,STATE,649
M 07B,"MISC SALTWATER FINFISH, OTTER TRAWL, STATEWIDE",-1,,2,Cordova,47,700,"skate, other",486001,1,1998,1/26/1998,COR,Pelagic/mid-water trawl,,,41,Whole fish destined for meal (includes off-site production),33,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Cordova,06,700,"skate, other",476008,2,1998,2/3/1998,COR,Longline,,,01,Whole fish/food fish,4020,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",476003,2,1998,2/7/1998,COR,Longline,,,01,Whole fish/food fish,5293,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Cordova,06,700,"skate, other",475933,2,1998,2/10/1998,COR,Longline,,,03,Bled only,654.08,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,2,1998,2/16/1998,COR,Longline,,,01,Whole fish/food fish,4275,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Cordova,06,700,"skate, other",475933,2,1998,2/17/1998,COR,Longline,,,01,Whole fish/food fish,2175,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Cordova,06,700,"skate, other",476003,2,1998,2/17/1998,COR,Longline,,,01,Whole fish/food fish,725,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Cordova,06,700,"skate, other",476008,2,1998,2/24/1998,COR,Longline,,,01,Whole fish/food fish,1022,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,2,1998,2/24/1998,COR,Longline,,,01,Whole fish/food fish,2870,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Cordova,06,700,"skate, other",456031,2,1998,2/25/1998,COR,Longline,,,01,Whole fish/food fish,535,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Seward,06,700,"skate, other",476005,2,1998,2/26/1998,SEW,Longline,,,03,Bled only,82.65,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Seward,06,700,"skate, other",476005,2,1998,2/27/1998,SEW,Longline,,,01,Whole fish/food fish,423,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Seward,06,700,"skate, other",476005,2,1998,2/27/1998,SEW,Longline,,,03,Bled only,920.41,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Cordova,06,700,"skate, other",466033,3,1998,3/3/1998,COR,Longline,,,01,Whole fish/food fish,1648,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Cordova,06,700,"skate, other",466033,3,1998,3/3/1998,COR,Longline,,,01,Whole fish/food fish,2340,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Cordova,06,700,"skate, other",475933,3,1998,3/3/1998,COR,Longline,,,01,Whole fish/food fish,1078,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Cordova,06,700,"skate, other",485932,3,1998,3/3/1998,COR,Longline,,,01,Whole fish/food fish,359,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",476031,3,1998,3/4/1998,COR,Longline,,,01,Whole fish/food fish,1413,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Cordova,06,700,"skate, other",485932,3,1998,3/9/1998,COR,Longline,,,01,Whole fish/food fish,586,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",-1,,2,Seward,06,700,"skate, other",476006,3,1998,3/9/1998,SEW,Longline,,,03,Bled only,303.06,No,2,PWSI,Prince William Sound,STATE,649
M 09B,"MISC SALTWATER FINFISH, POT GEAR VL UNDER 60', STW",-1,,2,Cordova,09,700,"skate, other",475933,3,1998,3/11/1998,COR,Pot,,,03,Bled only,643.88,No,2,PWSI,Prince William Sound,STATE,649
M 09B,"MISC SALTWATER FINFISH, POT GEAR VL UNDER 60', STW",-1,,2,Cordova,09,700,"skate, other",475933,3,1998,3/11/1998,COR,Pot,,,03,Bled only,735.71,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,3,1998,3/11/1998,COR,Longline,,,01,Whole fish/food fish,800,No,2,PWSI,Prince William Sound,STATE,649
M 61B,"MISC SALTWATER FINFISH, LONGLINE VL OVER 60', STW",-1,,2,Cordova,61,700,"skate, other",466031,3,1998,3/17/1998,COR,Longline,,,01,Whole fish/food fish,1735,No,2,PWSI,Prince William Sound,STATE,649
M 26B,"MISC SALTWATER FINFISH, MECHANICAL JIG, STATEWIDE",-1,,2,Seward,26,700,"skate, other",476006,3,1998,3/23/1998,SEW,Mechanical jigs,,,03,Bled only,32.65,No,2,PWSI,Prince William Sound,STATE,649
